Loan_ID,Customer_ID,Loan_Amount,Loan_Type,Interest_Rate,Loan_Term,Loan_Status,Debt_to_Income_Ratio
LOAN005072,CUST04628,"2,619,875",Housing Loan,9.09,48,ongoing,0.01
LOAN006543,CUST01281,400848,BUSINESS LOAN,13.24,24,PAID,0.0
LOAN002546,CUST04354,2297601,BUSINESS LOAN,13.35,24,CHARGED OFF,0.99
LOAN010233,CUST04270,382022,personal loan,14.43,60,Open,-0.5
LOAN001751,CUST05823,483332,Education Loan,9.94,24,Open,-0.5
LOAN003984,CUST05436,233661,PERSONAL LOAN,nan,24,Closed,0.0
LOAN008186,CUST03571,711076,Car Loan,10.76,120,ongoing,0.0
LOAN008170,CUST00843,65448,Personal,-5,24,Active,0.0
LOAN011483,CUST05328,59479,personal loan,14.0,36,Current,0.0
LOAN003362,CUST04628,596385,SME Loan,12.45,12,Ongoing,0.01
LOAN007727,CUST03839,752074,Auto Loan,10.94,48,ONGOING,0.0
LOAN009625,CUST05707,4546896,Home Loan,9.62,84,Fully Paid,0.01
LOAN000817,CUST00626,1908300,BUSINESS LOAN,13.45,180,Ongoing,0.99
LOAN008276,CUST05069,1034755,Biz Loan,10.24,36,Ongoing, 
LOAN011024,CUST03378,210183,Car Loan,10.68,12,default,0.99
LOAN011823,CUST02933,4109605,HOME LOAN,8.72,36,ONGOING,0.01
LOAN003532,CUST02173,756501,Vehicle Loan,10.55,12,active,0.01
LOAN005172,CUST04628,"₹308,817",CAR LOAN,10.55,48,ACTIVE,0.0
LOAN002531,CUST00090,1315335,car loan,10.89,36,active,0.0
LOAN007416,CUST05069,225506,Student Loan,9.06,12,Current,0.0
LOAN003636,CUST03562,479226,Personal Loan,13.74,240,Paid Off,0.0
LOAN002260,CUST05347,1870611,Home Loan,10.71,60,ongoing,0.0
LOAN011029,CUST01281,2864126,Housing Loan,9.24,60,paid,0.01
LOAN001712,CUST01025,3348738,Mortgage,9.46,36,ACTIVE,0.01
LOAN005366,CUST01655,257872,PERSONAL LOAN,13.17,36,Defaulted,0.71
LOAN004726,CUST00843,347194,PERSONAL LOAN,12.8,24,active,0.0
LOAN005667,CUST00247,350334,car loan,11.27,120,Open, 
LOAN006216,CUST04270,332539,Education Loan,0,,Active,0.0
LOAN008345,CUST03571,778186,education loan,10.48,180,nan,0.0
LOAN009743,CUST01025,0,PERSONAL LOAN,12.66,120,PAID,0.0
LOAN006321,CUST04270,509741,Car Loan,10.81,60,Paid Off,0.0
LOAN005695,CUST02689, ,CAR LOAN,10.89,180,default,0.8
LOAN011185,CUST01901,335176,Personal Loan,13.03,120,PAID,0.0
LOAN007721,CUST02173,1499889,home loan,8.34,240,Fully Paid,0.0
LOAN009933,CUST01771,1153583,Car Loan,11.87,240,CHARGED OFF,0.44
LOAN004945,CUST05735,2724007,home loan,7.54,180,active,0.0
LOAN003179,CUST03562,4244986,home loan,10.35,240,default,0.0
LOAN007932,CUST05069,3653585,home loan,NULL,12,Paid,0.04
LOAN003337,CUST04599,595420,Edu Loan,9.0,120, ,0.0
LOAN007642,CUST03839,"₹4,687,180",Mortgage,8.37,84,nan,
LOAN008218,CUST01500,1641293,Mortgage,8.51,120,PAID,0.0
LOAN007755,CUST05328,351958,PERSONAL LOAN,13.83,48,Ongoing,0.0
LOAN008608,CUST05328,4125488,Mortgage,8.3,180,Active,0.0
LOAN001882,CUST05436,144788,Personal Loan,12.81,12,ONGOING,0.0
LOAN008686,CUST04599,87735,PERSONAL LOAN,11.63,12,ongoing,0.0
LOAN006755,CUST01281,423934,CAR LOAN,0,180,Ongoing,0.0
LOAN005096,CUST00552,1095942,Auto Loan,9.94,84,active,0.0
LOAN004152,CUST00109,614144,Education Loan,9.62,12,CLOSED,0.99
LOAN006289,CUST03839,701372,Student Loan,9.85,180,Open,0.0
LOAN008970,CUST03189,238098,PERSONAL LOAN,12.11, ,Active,0.0
LOAN000022,CUST03189,987656,CAR LOAN,#N/A,36,Closed,0.0
LOAN009977,CUST04156,2713067,SME Loan,13.36,12,Active,#N/A
LOAN011661,CUST05436,1197960,home loan,7.19,nan,Paid Off,0.0
LOAN001732,CUST03642,#N/A,car loan,10.26,60,Default,0.81
LOAN011401,CUST00709,989147,car loan,9.84,12,ONGOING,#N/A
LOAN008991,CUST01281,475258,Vehicle Loan,10.16,48,,0.0
LOAN010392,CUST01864,,CAR LOAN,11.45,12,DEFAULT,0.99
LOAN011171,CUST00709,1582479,Housing Loan,9.72,120,Current,0.0
LOAN004879,CUST00709,306155,Education Loan,9.34,12,CLOSED,0.0
LOAN006554,CUST02349,668690,home loan,8.98,180,Default,0.46
LOAN007831,CUST01901,971909,car loan,9.34,240,paid,0.0
LOAN001205,CUST02950,1534777,Housing Loan,-5,60,Bad Debt,0.0
LOAN003360,CUST05735,201259,Personal Loan,11.91,240,ongoing,0.0
LOAN000053,CUST05436,536568,CAR LOAN,10.53,120,Active,0.0
LOAN008696,CUST04827,132722,nan,9.67,48,Closed,0.0
LOAN011411,CUST01025,0,HOME LOAN,8.64,60,ongoing,0.01
LOAN001676,CUST05707,2027607,BUSINESS LOAN,13.44,48,active,0.01
LOAN005484,CUST05707,2255312,business loan,13.07,12,paid,0.02
LOAN000446,CUST05707,1169187,business loan,Unknown,84,Current,0.0
LOAN011313,CUST04189,384146,Edu Loan,10.26,24,Paid,0.99
LOAN009415,CUST01281,3903030,HOME LOAN,8.68,24,Active,0.02
LOAN003870,CUST00247,4639535,Home Loan,9.73,180,Open,0.0
LOAN001630,CUST02933,1099563,Business Loan,11.69,180,Fully Paid,0.0
LOAN000691,CUST05366,481870,Education Loan,11.09,240,CLOSED,0.33
LOAN000289,CUST01901,3348998,HOME LOAN,7.83,36,ongoing,0.01
LOAN005598,CUST03562,968569,Auto Loan,12.57,24,PAID,0.0
LOAN007293,CUST05069,"₹3,140,688",home loan,8.35,24,Ongoing,0.02
LOAN010654,CUST00090,923140,Auto Loan,11.66,180,Open,0.0
LOAN011328,CUST05735,4542347,HOME LOAN,8.85,12,Open,0.05
LOAN004054,CUST00813,486111,Auto Loan,10.58,36,DEFAULT,0.99
LOAN010539,CUST03562,449064,car loan,12.35,84,ACTIVE,0.0
LOAN004781,CUST04084,281868,Vehicle Loan,NULL,84,Paid,0.0
LOAN008729,CUST04628,Unknown,Mortgage,8.6,180,active,0.0
LOAN006792,CUST05707,433617,Education Loan,11.22,36,ACTIVE,0.0
LOAN009482,CUST05707,3782840,HOME LOAN,10.21,240,ongoing,0.0
LOAN002179,CUST00552,1653747,Business Loan,#N/A,24,Ongoing,0.01
LOAN004775,CUST00247,609029,Auto Loan,11.35,180,paid,0.0
LOAN009691,CUST02173,829390,Vehicle Loan,10.78,24,Paid Off,0.0
LOAN010835,CUST00552,142388,Personal Loan,13.07,48,Open,0.0
LOAN004479,CUST03839,337843,Personal,13.46,180,ongoing,0.0
LOAN010370,CUST00090,317580,personal loan,75,60,Ongoing,0.0
LOAN000157,CUST03562,403131,CAR LOAN,N/A,36,Paid Off,0.0
LOAN008698,CUST00587,3829985,HOME LOAN,9.92,120,Active,0.0
LOAN001631,CUST00247,399730,Personal,12.57,48,CLOSED,0.0
LOAN002261,CUST03824,730818,education loan,9.71,240,Ongoing,0.0
LOAN010847,CUST03562,376396,Personal,#N/A,84,ACTIVE,0.0
LOAN003852,CUST05328,850735,Vehicle Loan,9.87,60,Paid,0.0
LOAN009484,CUST02950,424019,PL,13.75,24,Closed,N/A
LOAN006521,CUST05328,332740,Personal Loan,13.99,240,ongoing,#N/A
LOAN002559,CUST00709,282725,PL,12.77,84,PAID,NULL
LOAN006666,CUST03839,1882781,HOME LOAN,8.63, ,Closed,0.0
LOAN001473,CUST01901,554868,education loan,9.17,240,paid,0.0
LOAN003213,CUST03677,154518,PL,0,84,CLOSED,0.0
LOAN010102,#N/A,357374,business loan,12.81,48,PAID,0.0
LOAN001493,CUST05436,1546063,Business Loan,11.88,24,ONGOING,0.01
LOAN009195,CUST01500,-1000,PL,11.95,60,ongoing,0.0
LOAN001228,CUST00587,"₹3,352,301",Mortgage,9.73,180,Paid Off,0.0
LOAN003519,CUST05735,2474995,HOME LOAN,8.29,180,active,0.0
LOAN010878,CUST05436,359732,PERSONAL LOAN,13.14,36,default,0.0
LOAN011826,CUST00587,0,Home Loan,9.69,84,default,0.01
LOAN011120,CUST01500,584271,Car Loan,9.21,60,Open,0.0
LOAN004099,CUST04599,402214,Personal,12.36,60,active,0.0
LOAN004464,CUST02950,119941,PERSONAL LOAN,12.52,240,ongoing,0.0
LOAN006077,CUST05328,3147959,Housing Loan,9.72,12,Closed,0.03
LOAN011009,CUST05436,1280259,Car Loan,8.87,NULL,ONGOING,0.0
LOAN004960,CUST04599,175632,Personal,12.67,36,Ongoing,0.0
LOAN005348,CUST03677,"₹1,782,194",Housing Loan,7.38,24,Current,0.01
LOAN005376,CUST05328,4850471,HOME LOAN,9.03,240,ONGOING,0.0
LOAN002244,CUST01609,652603,Home Loan,8.23,180,ONGOING,0.37
LOAN000318,CUST01140,223425,PERSONAL LOAN,13.02,240,Ongoing,0.0
LOAN005738,CUST04827,1319756,Home Loan,8.03,24,CLOSED,0.01
LOAN011085,CUST04628,"₹1,241,009",CAR LOAN,9.87,60,ongoing,0.0
LOAN007644,CUST05328,472877,Personal Loan,14.22,240,PAID,0.0
LOAN003820,CUST03208,1880658,Biz Loan,12.84,48,,0.99
LOAN006204,CUST03222,242700,PL,13.07,,Ongoing,0.0
LOAN007370,CUST05069,328941,PL,11.32,12,active,0.0
LOAN001413,CUST02950,607230,Auto Loan,9.11,120,PAID,0.0
LOAN008748,CUST03824,856537,Auto Loan,12.11,84,ACTIVE,0.0
LOAN007363,CUST03677,1257699,NULL,8.93,240,ongoing,0.0
LOAN004372,CUST05436,495102,Personal Loan,11.62,24,Ongoing,0.0
LOAN001352,CUST02933,2200506,SME Loan,11.24,48,active,0.01
LOAN006849,CUST01901,588242,Education Loan,9.49,180,ongoing,0.0
LOAN001570,CUST01302,413824,PERSONAL LOAN,12.3,36,CHARGED OFF,0.99
LOAN000625,CUST03824,410980,Business Loan,13.3,240,Current,0.0
LOAN008661,CUST03955,376177,PL,12.26,12,CHARGED OFF,0.99
LOAN008979,CUST05069,263332,Education Loan,8.68,120,Ongoing,0.0
LOAN005134,CUST05707,4507895,Home Loan,9.63,12,Fully Paid,0.05
LOAN009626,CUST01025,1116774,home loan,7.99,84,Paid Off,0.0
LOAN003654,CUST00709,117642,personal loan,12.7,180,CLOSED,0.0
LOAN002862,CUST00015,3952927,Housing Loan,16.14,120,DEFAULT,0.0
LOAN004966,CUST00843,121642,PERSONAL LOAN,12.28,84,PAID,0.0
LOAN003340,CUST03702,430824,SME Loan,11.68,120,ongoing,0.66
LOAN009524,CUST01901,2120945,Home Loan,7.87,48,Current,0.01
LOAN000606,CUST04599,191718,EDUCATION LOAN,8.83,24,Open,0.0
LOAN001412,CUST03222,189630,EDUCATION LOAN,10.25,12,paid,0.0
LOAN003721,CUST00015,418652,Personal,21.97,12,Paid,0.0
LOAN004997,CUST02933, ,Vehicle Loan,10.8,48,ongoing,0.0
LOAN004144,CUST02950,3034603,Housing Loan,9.5,60,Paid Off,0.01
LOAN007278,CUST01281,772642,Student Loan,9.46,24,Active,0.0
LOAN003996,CUST04628,1594544,home loan,9.14,180,active,0.0
LOAN001106,CUST02136,1725049, ,7.01,120,Current,0.74
LOAN009702,CUST02933,1998513,Biz Loan,12.94,48,ongoing,0.0
LOAN006522,CUST04628,2702738,BUSINESS LOAN,11.95,36,ongoing,0.01
LOAN004675,CUST01901,NULL,Housing Loan,8.72,36,PAID,0.0
LOAN009602,CUST05707,1764027,Business Loan,13.44,24,active,0.01
LOAN011426,CUST00552,1239237,Car Loan,10.61,60,Paid,0.0
LOAN006222,CUST03562,2802669,Housing Loan,10.9,60,active,0.01
LOAN007961,CUST05328,0,Personal Loan,14.41,240,Ongoing,0.0
LOAN007712,CUST04599,"₹929,306",NULL,8.61,60,ONGOING,0.0
LOAN005122,CUST00173,425513,car loan,9.2,60,PAID,0.8
LOAN004329,CUST01500,464340,Personal,11.73,12,Open,0.0
LOAN004900,CUST04827,419760,Business Loan,12.54,84,Open,0.0
LOAN011784,CUST00090,374253,Student Loan,10.52,48,ONGOING,Unknown
LOAN005642,CUST02933,"539,694",Auto Loan,10.55,24,Current,0.0
LOAN011316,#N/A,2425527,SME Loan,11.82,12,Unknown,
LOAN008924,CUST01281,250491,Personal Loan,12.89,60,Defaulted,0.0
LOAN009675,CUST03839,2713285,Unknown,12.03,60,ongoing,0.01
LOAN008158,CUST02933,978255,business loan,11.69,24,paid,0.0
LOAN005913,CUST03571,nan,CAR LOAN,10.35,48,PAID,0.0
LOAN007630,CUST05436,366719,Biz Loan,11.47,0,PAID,0.0
LOAN004192,CUST00247,4123624,Mortgage,9.78,#N/A,paid,0.01
LOAN011726,CUST04827,240526,EDUCATION LOAN,9.67,84,Charged Off,0.0
LOAN006102,CUST00709,956450,Home Loan,8.68,24,ACTIVE,0.0
LOAN000356,CUST01140,"2,217,908",Home Loan,7.07,180,Active,0.0
LOAN008720,CUST05707,114333,PL,14.74,48,Default,0.0
LOAN011129,CUST00552,933837,car loan,9.65,240,Paid,nan
LOAN006063,CUST04270,1246124,Home Loan,9.25,36,ACTIVE,0.0
LOAN004502,CUST01901,675336,Home Loan,8.3,48,Active,0.0
LOAN007823,CUST05347,1009777,Car Loan,11.97,240,Fully Paid,0.0
LOAN003891,CUST02933,478557,personal loan,13.32,60,Paid,0.0
LOAN002456,CUST01025,4923419,Home Loan,8.63,180,ACTIVE,0.0
LOAN005283,CUST01901,1291663,Auto Loan,9.08,180,ongoing,0.0
LOAN011868,CUST00247,465035,education loan,9.6,600,Paid Off,0.0
LOAN001222,CUST05823,Unknown,personal loan,15.27,24,,0.0
LOAN007732,CUST05056,1233731,home loan,8.06,48,Fully Paid,0.99
LOAN009613,CUST05436,3578820,home loan,8.44,180,Active,0.0
LOAN002830,CUST00549,620430,Student Loan,10.14,24,default,0.99
LOAN009821,CUST04599,2806735,SME Loan,10.69,84,nan,0.0
LOAN008265,CUST00843,483558,personal loan,12.41,84,Fully Paid,0.0
LOAN004681,CUST03824,128280,Personal,120,12,paid,NULL
LOAN010675,CUST00291,961541,Vehicle Loan,11.43,48,Paid Off,NULL
LOAN008148,CUST04270,288232,PERSONAL LOAN,12.78,120,paid,0.0
LOAN001270,CUST00587,678669,Biz Loan,12.09,180,active,0.0
LOAN010007,CUST01500,437501,EDUCATION LOAN,9.12,24,ongoing,0.0
LOAN011595,CUST03571,"₹4,155,126",Housing Loan,10.16,240,Current,0.0
LOAN005183,CUST03280,2438877,Mortgage,-5,120,Fully Paid,0.0
LOAN004912,CUST01281,400957,Education Loan,10.79,12,NULL,NULL
LOAN006695,CUST00709,2403776,Home Loan,9.49,180,Paid Off,0.0
LOAN011450,CUST01500,374038,Edu Loan,9.63,180,Active,0.0
LOAN006456,CUST00247,231942,Vehicle Loan,11.18,60,Current,NULL
LOAN001535,CUST01281,336897,Personal Loan,14.18,48,ACTIVE,0.0
LOAN004914,CUST05436,575383,CAR LOAN,10.2,84,Current,0.0
LOAN009065,CUST04270,464905,car loan,11.47,60,Open,Unknown
LOAN007686,,572205,Car Loan,10.7,60,paid,0.0
LOAN000426,CUST03280,485617,education loan,10.36,120,ongoing,0.0
LOAN001720,CUST05069,276502,CAR LOAN,9.04,84,Fully Paid,0.0
LOAN000412,CUST04662,255593,Unknown,14.2,12,Default,0.99
LOAN005741,CUST05707,552638,Vehicle Loan,nan,180,PAID,0.0
LOAN007659,CUST02950,4687255,Mortgage,8.7,120,ongoing,2.5
LOAN002214,CUST03677,4579618,HOME LOAN,7.73,120,Fully Paid, 
LOAN011083,CUST02828,357638,Unknown,9.88,24,PAID,0.99
LOAN000952,CUST00403,Unknown,Home Loan,9.34,180,CHARGED OFF,0.99
LOAN009750,CUST01585,2671791,Housing Loan,9.95,12,Paid,nan
LOAN011348,CUST00247,330959,Personal Loan,13.24,48,PAID,0.0
LOAN008210,CUST05069,3826364,Housing Loan,7.38,24,Active,0.02
LOAN000452,CUST04827,674035,Business Loan,NULL,240,active,-0.5
LOAN003749,CUST03839,530841,Car Loan,10.3,12,Open,0.01
LOAN000902,CUST03839,97151,Personal Loan,13.84,24,Paid Off,0.0
LOAN007735,CUST01901,688748,Education Loan,7.95,36,Fully Paid,0.0
LOAN005776,CUST00587,376118,Personal Loan,13.94,180,ONGOING,-0.5
LOAN011131,CUST01901,426365,Education Loan,9.28,12,ONGOING,0.0
LOAN008496,CUST05347,1983701,Housing Loan,9.72,48,Ongoing,0.0
LOAN004421,CUST02173,#N/A,home loan,8.82,24,Active,NULL
LOAN003118,CUST05069,332918,Student Loan,9.44,12,ACTIVE,0.0
LOAN008347,CUST00015,2677003,business loan,19.39,48,CHARGED OFF,N/A
LOAN005853,CUST01422,362108,personal loan,15.41,240,Closed,0.38
LOAN007222,CUST00587,352242,PL,13.26,120,paid,0.0
LOAN002548,CUST05480,1853201,Biz Loan,11.58,36,Default,0.99
LOAN006423,CUST02933,131951,PERSONAL LOAN,12.48,48,Fully Paid,0.0
LOAN006186,CUST04827,"₹238,284",Education Loan,10.44,24,Closed,0.0
LOAN011600,CUST01901,447569,Personal,12.42,48,CLOSED,0.0
LOAN004000,CUST05069,N/A,personal loan,11.42,48,ACTIVE,0.0
LOAN006943,CUST02933,1414515,car loan,9.21,12,ONGOING,0.01
LOAN010076,CUST05347,787565,car loan,10.98,0,active,0.01
LOAN008275,CUST01025,565369,Car Loan,9.82,84,CHARGED OFF,0.0
LOAN011277,CUST00247,186119,PL,NULL,240,CLOSED,
LOAN003488,CUST04827,232207,Vehicle Loan,11.18,60,Active,0.0
LOAN000957,CUST03677,349038,Edu Loan,9.29,48,Ongoing,0.0
LOAN005490,CUST03280, ,Edu Loan,10.85,12,Closed,0.01
LOAN009498,CUST03677,"301,981",BUSINESS LOAN,10.72,60,CLOSED,0.0
LOAN007373,CUST00709,4281328,Housing Loan,9.33,48,ACTIVE,0.01
LOAN001093,CUST01025,564792,EDUCATION LOAN,Unknown,120,Fully Paid,0.0
LOAN007554,CUST05328,232458,N/A,14.42,36,active,0.0
LOAN003837,CUST01281,3300215,HOME LOAN,9.08,84,PAID,0.0
LOAN010892,CUST01025,973884,Mortgage,8.25,nan,ONGOING,0.0
LOAN011521,CUST03839,1038505,car loan,10.99,84,Open,0.0
LOAN005101,CUST01140,451763,PERSONAL LOAN,11.4,36,PAID,0.0
LOAN001012,CUST02950,337446,Vehicle Loan,10.39,60,NULL,0.0
LOAN007475,CUST03839,308283,PERSONAL LOAN,13.17,84,ongoing,0.0
LOAN009438,CUST05436,731232,N/A,11.58,60,ACTIVE,0.0
LOAN003851,CUST00247,2172975,Business Loan,12.4,24,Open,0.01
LOAN010575,CUST03808,128797,PL,14.55,36,DEFAULT,0.46
LOAN008961,CUST00015,465826,Personal Loan,21.0,12,paid,0.0
LOAN004172,CUST04270,120053,Edu Loan,10.28,180,Current,0.0
LOAN010462,CUST02648,279315,Vehicle Loan,10.63,36,DEFAULT,0.99
LOAN005421,CUST02933,425669,Student Loan,10.05,60,Closed,0.0
LOAN010976,CUST00552,364651,PL,13.98,240,Paid,0.0
LOAN002791,CUST03571,373145,Personal Loan,14.67,180,PAID,99
LOAN004283,CUST00015,301857,personal loan,20.97,180,PAID,0.0
LOAN004348,CUST05145,323437,Education Loan,9.44,120,Current,0.29
LOAN000353,CUST04249,589025,Auto Loan,#N/A,36,PAID,0.99
LOAN005693,CUST00843,808133,car loan,9.16,36,#N/A,0.0
LOAN008679,CUST03562,1763492,home loan,10.59,12,Paid Off,
LOAN005725,CUST05377,1191960,home loan,7.06,84,ongoing,0.82
LOAN004247,CUST03562,1954269,Business Loan,12.68,240,Ongoing,0.0
LOAN010215,CUST00284,1182645,Auto Loan,11.79,12,default,0.99
LOAN004858,CUST00247,4714034,HOME LOAN,9.9,60,Paid Off,0.01
LOAN002930,CUST03189,330547,CAR LOAN,8.79,84,Open,0.0
LOAN005457,CUST04827,4615589,Home Loan,8.39,240,ongoing,0.0
LOAN007461,CUST03280,1588936,home loan,9.42,48,Open,0.0
LOAN006330,CUST05385,2929978,Housing Loan,8.97,120,ongoing,0.99
LOAN011699,CUST01681,369817,PL,15.65,180,NULL,0.19
LOAN007066,CUST00096,1257456,Car Loan,10.52,24,DEFAULT,0.99
LOAN009550,CUST00587,304086,Personal Loan,13.83,0,ONGOING,0.0
LOAN005293,CUST05069,3055962,home loan,8.03,180,Paid Off,0.0
LOAN003165,CUST00552,2980362,home loan,8.31,48,Current,0.01
LOAN011658,CUST03571,1074451,Car Loan,10.6,,ACTIVE,NULL
LOAN010869,CUST04986,2240783,SME Loan,12.0,36,Closed,0.99
LOAN011886,CUST05707,839431,car loan,120,84,default,0.0
LOAN004865,CUST04628,"₹4,984,464",Home Loan,N/A,60,ONGOING,NULL
LOAN006557,CUST05328,176738,PERSONAL LOAN,12.98,24,Open,0.0
LOAN002125,CUST04628,247628,PL,14.06,48,Paid Off,0.0
LOAN001246,nan,2318110,business loan,10.47,nan,ACTIVE,0.0
LOAN010171,CUST05069,2693749,Business Loan,11.39,240,Paid Off,0.0
LOAN000558,CUST05347,1141747,Auto Loan,10.62,N/A,PAID,0.0
LOAN009627,CUST05436,50612,PL,11.81,48,Ongoing,0.0
LOAN005650,CUST03677,1006472,Car Loan,9.07,60,ACTIVE,0.0
LOAN001990,CUST03677,2330289,N/A,7.61,24,ongoing,0.01
LOAN008576,CUST03189,1793694,Business Loan,11.09,24,Closed,0.01
LOAN004972,CUST03222,125068,Personal,14.27,48,Closed,0.0
LOAN005529,CUST03222,1343977,HOME LOAN,10.12,12,nan,0.01
LOAN004387,CUST04827,375123,PERSONAL LOAN,12.49,48,Open,0.0
LOAN008882,CUST00587,319624,Student Loan,10.72,12,Current,NULL
LOAN002408,CUST03280,381473,Auto Loan,10.51,120,PAID,Unknown
LOAN009057,CUST04827,1466772,Biz Loan,11.77,48,paid,0.0
LOAN000060,CUST03562,2203205,Business Loan,13.53,120,DEFAULT,0.0
LOAN001071,CUST00843,1047079,Business Loan,12.0,24,paid,0.01
LOAN003538,CUST05707,3896841,Home Loan,9.25,120,Paid,0.0
LOAN001134,CUST00587,381177,Auto Loan,10.4,180,ONGOING,0.0
LOAN000368,CUST02173,990511,Car Loan,9.41,48,Paid,0.0
LOAN007273,CUST03839,888886,Vehicle Loan,10.14,120,ACTIVE,0.0
LOAN005319,CUST03562,481122,PERSONAL LOAN,15.11,240,ONGOING,0.0
LOAN006527,CUST03571,889399,Vehicle Loan,Unknown,180,paid,0.0
LOAN005029,CUST03280,1388205,car loan,11.34,240,ongoing,0.0
LOAN002344,CUST04270,440245,Personal,14.64,240,ONGOING,0.0
LOAN004222,CUST02462,2026987,SME Loan,14.45,48,CLOSED,0.99
LOAN001810,CUST00090,344324,Biz Loan,13.35,24,CLOSED,0.0
LOAN005012,CUST00015,999999999,Vehicle Loan,17.92,180,Default,0.0
LOAN005053,CUST01140,"₹825,249",Business Loan,10.18,84,Current,0.0
LOAN000469,CUST03189,4228949,HOME LOAN,7.85,180,paid,0.0
LOAN009177,CUST03839,2022053,Biz Loan,12.23,180,ongoing,0.0
LOAN008736,CUST02173,447530,personal loan,14.0,36,Closed,0.0
LOAN010423,CUST00587,175622,PERSONAL LOAN,14.66,120,Open,0.0
LOAN008769,nan,2805806,Mortgage,8.21,36,PAID,NULL
LOAN007918,CUST00015,995889,Auto Loan,18.32,84,Bad Debt,0.0
LOAN004277,CUST03562,1451115,SME Loan,14.3,84,Fully Paid,0.0
LOAN010125,CUST03839,459876,Personal Loan,12.93,36,Fully Paid,0.0
LOAN009220,CUST02173,818950,CAR LOAN, ,120,Ongoing,0.0
LOAN007329,CUST05328,240988,PERSONAL LOAN,14.68,#N/A,PAID,0.0
LOAN010943,CUST05069,2611559,nan,7.47,84,Current,0.0
LOAN000542,CUST05707,2731000,BUSINESS LOAN,14.24,60,CLOSED,-0.5
LOAN002258,CUST03189,2850199,Mortgage,nan,48,Closed,0.01
LOAN010628,CUST03222,#N/A,EDUCATION LOAN,11.02,240,Closed,0.0
LOAN004469,CUST02571,1140101,Biz Loan,12.71,24,default,0.99
LOAN011357,CUST00090,2829304,Home Loan,9.52,nan,active,0.03
LOAN007870,CUST05328,0,PERSONAL LOAN,13.88,nan,Paid,-0.5
LOAN011549,CUST03562,"₹316,411",Personal,15.11,48,Paid Off,0.0
LOAN010814,CUST03222,4696269,home loan,9.89,120,CHARGED OFF,0.0
LOAN008842,CUST05328,3814504,Home Loan,8.96,180,Open,0.0
LOAN002196,CUST05823,473108,Personal,13.47,180,Default,0.0
LOAN001959,CUST02950,286268,Personal Loan,13.56,60,Paid,0.0
LOAN009949,CUST01870,0,CAR LOAN,9.78,48,Charged Off,0.99
LOAN000856,nan,2401928,Housing Loan,9.39,36,Paid Off,0.99
LOAN006363,CUST02173,1371814,BUSINESS LOAN,12.17,60,CLOSED,0.0
LOAN007151,CUST04599,497500,Personal Loan,11.34,,DEFAULT,0.0
LOAN004541,CUST02643,415423,Education Loan,9.02,180,ACTIVE,0.0
LOAN003107,CUST05436,425613,car loan,9.2,48,Paid Off,0.0
LOAN008607,CUST03839,498778,PERSONAL LOAN,12.77,36,Current,Unknown
LOAN009751,CUST02173,302572,CAR LOAN,9.35,60,ACTIVE,0.0
LOAN001602,CUST05570,475287,PL,15.14,12,Charged Off,0.99
LOAN009074,CUST03730,89611,Personal Loan,13.37,180,PAID,0.05
LOAN004485,CUST03222,342635,Car Loan,11.15,240,Fully Paid,0.0
LOAN009568,CUST05069,227758,PL,12.5,180,Open,0.0
LOAN006796,CUST05347,3539916,HOME LOAN,10.04,120,Ongoing,-0.5
LOAN007001,CUST03189,243953,Personal,12.09,120,Charged Off,0.0
LOAN007466,CUST00587,2214169,Biz Loan,12.57,0,paid,0.0
LOAN006211,CUST00247,507860,Education Loan,9.23,48,Ongoing,0.0
LOAN002622,CUST03571,437574,Personal Loan,13.6,12,ongoing,nan
LOAN002073,CUST03562,659434,Car Loan,Unknown,180,Open,0.0
LOAN009745,CUST04084,4499166,home loan,8.94,24,ONGOING,0.02
LOAN009727,CUST00843,583031,home loan,7.49,12,PAID,0.01
LOAN009822,CUST05823,1002158,Car Loan,11.64,36,Open,0.0
LOAN005103,CUST00709,224327,PL,12.37,48,ACTIVE,0.0
LOAN010178,CUST05735,2202889,BUSINESS LOAN,11.19,180,Open,0.0
LOAN005346,CUST04599,595884,Unknown,9.21,24,Closed,0.0
LOAN007349,CUST00843,723536,Biz Loan,11.26,24,ONGOING,0.0
LOAN010256,CUST04270,2154916,Business Loan,12.72,12,Paid Off,0.02
LOAN003227,CUST03222,2289915,home loan, ,84,Paid,0.0
LOAN001599,CUST00015,66702,Personal,21.02,60,Default,0.0
LOAN002265,CUST03280,481117,Personal Loan,14.31,12,Active,0.0
LOAN002201,CUST04599,"₹4,711,519",Home Loan,8.32,24,PAID,0.02
LOAN009899,CUST03571,330690,Personal,12.76,24,Ongoing,0.0
LOAN003634,CUST04200,1741688,home loan,75,48,default,0.99
LOAN002505,CUST00843,361332,PERSONAL LOAN,12.82,240,Active,0.0
LOAN008112,CUST05735,399885,PL,13.38,24,Open,0.0
LOAN008400,CUST03222,409517,personal loan,13.43,240,Fully Paid,0.0
LOAN010786,CUST00015,1816326,Mortgage,17.34,48,PAID,0.0
LOAN010100,CUST03839,117051,PERSONAL LOAN,13.35,36,ongoing,0.0
LOAN008179,CUST00709,4745348,Housing Loan,8.26,60,Current,0.01
LOAN005011,CUST03839,383697,personal loan,13.66,120,Paid,0.0
LOAN010580,CUST03824,136226,PL,14.26,240,Paid Off,0.0
