Customer_ID,Age,Gender,Income,Employment_Type,Years_of_Employment,Credit_Score
CUST02031,NULL,N/A,-1,Full-Time,4,678
CUST01235,-5,MALE,146689,Salaried,3,644
CUST00276,29,male,87057,Unknown,3,632
CUST03796,28,Male ,87060,SE,7,711
CUST00141,51,male,60163,Freelancer,24,766
CUST01381,38,MALE,133763,NULL,2,760
CUST02029,57,m,60180,Self-Employed,13,1200
CUST00002,42,MALE,-5000,Business Owner,3,792
CUST00866,60,female,65391,Self-Employed,35,671
CUST02242,53,m,21244,self-employed,20,743
CUST00122,47,FEMALE,nan,SE,27,788
CUST02818,54,Male ,41792,FREELANCER,13,703
CUST03875,36,Male,92354,SE,9,656
CUST03884,24,Female,18265,FREELANCER,3,833
CUST05353,54,Male ,105284,salaried, ,706
CUST01009,33,female,143899,BUSINESS OWNER,3,620
CUST02414,50,male,44029,Salaried,6,620
CUST03414,44,m,133017,SALARIED,6,650
CUST05385,39,F,235904,Entrepreneur,4,815
CUST02380,34,FEMALE,84722,Full-Time,11,757
CUST02810,37,m,Unknown,Sal.,13,665
CUST05382,N/A,MALE,20283,NULL,2,775
CUST05706,25, Female,93434,Salaried,1,771
CUST02783,31, Female,62744,salaried,5,641
CUST05966,45,F,INR 67496,salaried,1,558
CUST02095,29,m,,salaried,9,795
CUST01353,23, Female,,BUSINESS OWNER,2,637
CUST01211,22,Other,37687,Sal.,1,667
CUST05592,45,MALE,58207,Salaried,12,831
CUST01842,58,Female,50141,salaried,32,812
CUST04635,43,M,184121,Entrepreneur,19,668
CUST04291,51,Female,32576,Self employed,19,727
CUST01359,65,Male,1933,Unemployed,N/A,721
CUST02550,44,F,7139,Unemployed,0,755
CUST04082,36,f,6002,Jobless,0,557
CUST05552,46,Male ,9431,unemployed,0,635
CUST02051,61,Male,74625,Self-Employed,30,737
CUST04686,26,m,50674,salaried,5,695
CUST05811,59, ,85758,SE,25,646
CUST02027,42,m,86749.00,Self employed,13,686
CUST04006,0,Male ,105872, ,Unknown,636
CUST04533,58,f,115920,self-employed,26,655
CUST00834,63,female,39231,Free Lancer,15,795
CUST03257,49,Male ,87623,Self Employed,21,771
CUST00928,24,FEMALE,90904,salaried,2,850
CUST02080,42,f,135718,salaried,3,699
CUST03929,38, Female,,Full-Time,8,680
CUST00597,33,F,#N/A,Business owner,11,738
CUST04903,29,f,"$44,556",Salaried,8,643
CUST02552,52,Unknown,73339,Sal.,27,712
CUST00132,27,m,43546,Full-Time,3,772
CUST04971,51,Female,INR 88260,SALARIED,3,765
CUST00846,38,female,130340,salaried,18,736
CUST02022,64,male,35254,Sal.,13,731
CUST00812,27,MALE,295789,Entrepreneur,#N/A,813
CUST04334,50,Male,34688,Self Employed,17,789
CUST03791,45, Female,72803,Full-Time,19,772
CUST04564,46,F,111555,Sal.,10,678
CUST02896,55,m,96140,Full-Time,13,719
CUST00313,41,m,59641,Salaried,8,726
CUST02076,35, Female,75176,SE,9,704
CUST05372,64,Male,90404,Sal.,nan,705
CUST05756,46,FEMALE,68986,SALARIED,6,757
CUST04385,22,Male,129199,Salaried,1,708
CUST01190,56,f,28871,Self Employed,999,850
CUST05968,26,F,94150,SALARIED,3,807
CUST05166,60,M,22546,freelancer,27,850
CUST05508,54, Female,134818,Salaried,31,609
CUST05944,7, Female,97543,Sal.,2,666
CUST00146,52, Female,82717,Self-Employed,30,786
CUST02443,21,male,102171,salaried,1,658
CUST01354,55,F,144025,SALARIED,32,774
CUST02441,39,m,84183,Full-Time,2,850
CUST01204,34,F,47639,Full-Time,9,575
CUST04834,27,F,109076,Salaried,7,727
CUST03011,23, Female,N/A,Self-Employed,2,723
CUST00538,34,MALE,39931,Salaried,11,653
CUST03360,22,m,32862/-,salaried,1,624
CUST01790,64,,102268,SALARIED,9,823
CUST01292,-5,FEMALE,79236,Self-Employed,2,738
CUST01632,65,Male,18566,Gig Worker,35,850
CUST04481,25,Male,133344,Sal.,3,632
CUST04934,37,f,54046,Entrepreneur,8,596
CUST05955,49,male,270826,Business owner,11,840
CUST02652,33,FEMALE,167359,Biz Owner,6,850
CUST00511,26,m,94955,self-employed,5,Unknown
CUST01879,34,Male,71883,SE,4,760
CUST05273,57,FEMALE,56741,Full-Time,21,833
CUST03608,32,Female,120330,SALARIED,10,706
CUST04907,27,female,130596,SALARIED,N/A,731
CUST01886,43,M,41749,Self Employed,6,661
CUST01141,47,FEMALE,61497,Full-Time,12,680
CUST00913,41,nan,84190,N/A,6,652
CUST05055,45,m,77358.00,SE,6,561
CUST05852,54,F,48508,Free Lancer,6,747
CUST00307,40,f,1661,UNEMPLOYED,0,586
CUST05424,45, Female,28172,Gig Worker,14,803
CUST00931,56,MALE,73309,Business owner,7,683
CUST04633,61,Male ,85074,salaried,18,727
CUST03044,53,Female,99246,Salaried,9,735
CUST05411,56,female,140518,Full-Time,13,821
CUST04107,45,Male ,193546,Entrepreneur,25,831
CUST03530,N/A,Female,56794,salaried,28,781
CUST00763,42,FEMALE,135732,Unknown,22,850
CUST04452,40, Female,33613,Salaried,19,805
CUST05640,42,Male ,39916,Freelancer,3,730
CUST00567,200,m,35218,Sal.,9,716
CUST04736,34,m,253768,Business Owner,13,668
CUST04347,47,MALE,7370,Not Employed,0,751
CUST01219,29, Female,65627,SE,5,802
CUST04944,39,FEMALE,106807,#N/A,7,676
CUST04208,57,Female,40329,self-employed,11,823
CUST01504,47, Female,103184,SALARIED,14,687
CUST02321,200,MALE,135804,Sal.,33,739
CUST05184,56,MALE,105534,self-employed,9,725
CUST04357,40,male,105183,SALARIED,16,Unknown
CUST01018,41,F,81273,salaried,6,735
CUST04069,61,male,227152,BUSINESS OWNER,25,555
CUST03291,61,F,99999999,Self-Employed,16,798
CUST05625,200,female,63257,Self employed,-3,516
CUST00546,37,female,15131,Freelancer,8,758
CUST00120,39,Female,5016,UNEMPLOYED,0,779
CUST04579,58,Male,80786,SALARIED,28,850
CUST05760,30, Female,143065,SALARIED,7,734
CUST04516, ,FEMALE,82021.00,Self-Employed,15,744
CUST01034,54, Female,238414,Entrepreneur,21,844
CUST02963,37,NULL,111105,SE,9,657
CUST03065,40,f,217654,Business owner,13,787
CUST04038,58,MALE,113624,Entrepreneur,35,850
CUST01537, ,m,69320,Sal.,8,753
CUST03242,53,FEMALE,nan,Biz Owner,6,742
CUST02037,43,FEMALE,74521,SALARIED,21,678
CUST02150,29,male,58185,Biz Owner,3,1200
CUST05626,47,male,48209,Freelancer,N/A,685
CUST04133,33,Other,45900,Salaried,N/A,626
CUST01567,29,female,NULL,Full-Time,2,645
CUST03238,53,FEMALE,NULL,Gig Worker,27,815
CUST00306,24,m,"$102,498",SE,2,N/A
CUST04030,45,Female,nan,Full-Time,24,789
CUST03379,49,F,132426,salaried,4,553
CUST01008,21,MALE,195129,Biz Owner,1,804
CUST00649,62,M,202156,Biz Owner,16,746
CUST00326,32,male,69559,#N/A,#N/A,760
CUST05668,34,F,60183,Entrepreneur,4,900
CUST00630,59,Male,45233,Freelancer,3,671
CUST03302,25,male,17058,Free Lancer,3,810
CUST01152,36,M,107914,Sal.,5,720
CUST05432,55,FEMALE,120168,SALARIED,27,850
CUST01436,43,m,70549,Sal.,10,690
CUST01079,56,F,62410,Self-Employed,31,753
CUST01044,64,Male,53690,Full-Time,24,574
CUST05698,-5, Female,99999999,salaried,9,681
CUST02018,53,F,181602,Entrepreneur,19,690
CUST01509,48,nan,105577,Sal.,13,798
CUST00423,46,Male,37844,Salaried,23,763
CUST00176,32,f,43776,SALARIED,1,737
CUST00992,65,male,219018,Business owner,-3,645
CUST04797,42,Female,111352,salaried,21,709
CUST03648,27,Female,68649,Gig Worker,5,N/A
CUST04219,47,FEMALE,121624,salaried,6,639
CUST02084,30,female,54761,,1,696
CUST03762,57,female,75991,Salaried,32,545
CUST04870,43, Female,97495,SE,13,823
CUST01602,24,female,54717,Salaried,Unknown,733
CUST03963,37,f,134471,Salaried,13,765
CUST04339,23,MALE,76538,Freelancer,1,743
CUST03674,63,f,63707,Biz Owner,27,850
CUST03908,48,male,61055,Gig Worker,1,806
CUST00443,130,Non-Binary,79851,Free Lancer,4,648
CUST04557,54,female,87718,Salaried,Unknown,834
CUST02082,51,f,92066,Salaried,8,-50
CUST03820,31,FEMALE,22969,self-employed,2,702
CUST05758,36,f,221707,BUSINESS OWNER,7,
CUST00500,48,Male,-5000.00,salaried,NULL,721
CUST02122,23,Male,72559,SALARIED,3,597
CUST04670,36,FEMALE,88202,SE,16,679
CUST01739,31,F,108014,nan,4,800
CUST04945,50,FEMALE, ,FREELANCER,28,838
CUST00966,34,Female,62482,Full-Time,2,532
CUST00880,54,m,129542,Sal.,5,742
CUST02679,,Male,65097,Salaried,6,812
CUST02681,22,Male ,101784,self-employed,2,633
CUST05275,31,FEMALE,39882,Self employed,2,850
CUST05805,59,male,101549,Full-Time,12,Unknown
CUST01890,-5,FEMALE,Unknown,Self employed,4,705
CUST01654,61,f,123886,Business Owner,#N/A,668
CUST01374,45,FEMALE,122620,Salaried,10,629
CUST04859,47,,38051/-,salaried,24,599
CUST04449,29,Female,-5000,Full-Time,3,688
CUST01429,29, Female,124850,salaried,-3,788
CUST02520,60,f,51478,Sal.,1,649
CUST03713,36,MALE,97392,Salaried,7,519
CUST03390,21,female,269978,Biz Owner,1,680
CUST03596,49,#N/A,127426,salaried,8,629
CUST03829,23,Female,83813,Sal.,2,638
CUST05296,58,FEMALE,130608,SALARIED,18,683
CUST02467,46,FEMALE,49271,salaried,25,679
CUST01102,7,M,49186,salaried,8,767
CUST02283,65,m,37646,Full-Time,32,788
CUST00844,52,Male,271945,Business Owner,25,692
CUST00076,NULL, ,INR 175623,Business Owner,13,704
CUST00029,63,m,85526,Full-Time,22,nan
CUST04066,49,female,108502,salaried,19,622
CUST03363,37,male,141494,salaried,14,631
CUST01847,32,f,31772,Full-Time,9,596
CUST05477,65,female,78280,,21,708
CUST03846,37, ,146005,Sal.,13,783
CUST01915,26,male,37622,salaried,3,753
CUST01242,40, Female,98874,self-employed,12,673
CUST04227,44,FEMALE,"$99,999,999",Sal.,6,nan
CUST03293,26,F,25839,Free Lancer,1,553
CUST03680,61,female,122164,Sal.,30,706
CUST05869,29,female,85502,Business Owner,4,669
CUST05436,49,Male ,INR 239608,Business owner,23,803
CUST05476,28,NULL,63629,Business Owner,4,721
CUST01598,21,Female,75496,Free Lancer,1,638
CUST03386,23,f,22896,Self-Employed,1,757
CUST00257,N/A,male,61469,salaried,16,787
CUST03485,56,Male ,90671,Self-Employed,3,727
CUST00662,25,Female,7947,Unemployed,0,NULL
CUST04063,34,m,86513,Full-Time,6,850
CUST05339,44,M,102328,salaried,15,619
CUST00453,60,M,26036,Self-Employed,6,830
CUST02869,50,f,90772,SALARIED,7,845
CUST02455,65,male,84848,Self employed,17,#N/A
CUST04875,27,Male ,43472,Self Employed,5, 
CUST05604,61,f,nan,BUSINESS OWNER,2,731
CUST01985,50,FEMALE,35295,salaried,1,754
CUST00243,52,male,110563,self-employed,25,591
CUST04089,60,Male ,143907,SALARIED,13,731
CUST05831,40,Male ,-1,Unemployed,0,532
CUST05067,44,male,37693,SE,16,795
CUST02646,65,female,#N/A,Salaried,35,666
CUST05049,52,NULL,217841,Biz Owner,#N/A,641
CUST01669,27, Female,236024.00,Entrepreneur,4,632
CUST03015,21,Male,258489,Entrepreneur,1,805
CUST05574,200,Male,116186,Full-Time,3,701
CUST05013,48,Unknown,714,Unemployed,0,764
CUST02991,64,f,5744/-,Jobless,0,598
CUST03137,26,FEMALE,72936,FREELANCER,-3,712
CUST02318,39,Male ,47367,SALARIED,11,685
CUST04374,32,MALE,78132,Self-Employed,9,678
CUST04491,45,N/A,89103,salaried,17,677
CUST01431,47,Male,130441/-,Sal.,18,821
CUST02647,65,non-binary,110107,Salaried,32,810
CUST03667,36,FEMALE,5700,unemployed,,553
CUST04157,54,F,70503,self-employed,25,730
CUST04507,22,f,1055,Not Employed,0,613
CUST03339,39,Female,21572,Self Employed,16,677
CUST05859,46,NB,61960,Biz Owner,14,731
CUST00015,39,Male ,68762,SALARIED,18,730
CUST03786,41,Male,98994,Full-Time,13,716
CUST05828,42,MALE,43042,Sal.,17,704
CUST03436,61,FEMALE,73680,SALARIED,25,792
CUST05039,27,M,82652,Salaried,100,669
CUST01297,23,F,54275,,2,689
CUST02565,65,MALE,59186,Self-Employed,18,723
CUST01551,34,FEMALE,284760,Entrepreneur,12,724
CUST02378,57,Female,102705,Self Employed,4,804
CUST05923,59,female,2622,Not Employed,0,724
CUST01508,34,f,75445,salaried,12,809
CUST04549,32,female,44910,Salaried,7,653
CUST03346,29,m,84364,Self Employed,8, 
CUST03573,49,MALE,118541,SE,1,765
CUST01892,, Female,115086,Business Owner,999,682
CUST03810,39,MALE,105196,Salaried,6,690
CUST05945,63,f,57526,Full-Time,33,643
CUST03447,54,F,52049,FREELANCER,31,850
CUST03284,59, Female,23147,Self Employed,2,552
CUST00309,21,M,109742,SALARIED,1,682
CUST01659,34,f,115920,Sal.,6,574
CUST02745,46,male,"$36,320",Sal.,22,727
CUST05289,60,m,52141,FREELANCER,#N/A,534
CUST01902,25,female,115736,Salaried,3,625
CUST02836,50,F,113798,Sal.,8,nan
CUST01319,,MALE,38746,SALARIED,1,669
CUST03675,61,Male ,103431,Self Employed,7,682
CUST00369,38,m,139513,SALARIED, ,756
CUST05406,28, Female,70312,Gig Worker,8,534
CUST01767,30,Male ,117219,Sal.,2,567
CUST02677,24,MALE,119101,Self-Employed,4,826
CUST05577,31,male,69884,salaried,10,684
CUST04750,58,Female,26142,Self-Employed,29,753
CUST03600,41,Male,196408,NULL,8,850
CUST02280,58,male,115861,SALARIED,8,743
CUST01340,nan,male,119195,Full-Time,30,816
CUST05735,53,female,212735,Business Owner,33,664
CUST05332,59,Male ,NULL,salaried,1,671
CUST00671,30,M,67426,#N/A,1,619
CUST04586,58,m,47468,Full-Time,5,591
CUST00223,64,female,137187,SALARIED,34,807
CUST02560,36,NULL,141478,SALARIED,7,770
CUST05448,39,F,"$231,036",Business Owner,12,728
CUST03275,59,f,47793/-,Full-Time,20,999
CUST03086,30,FEMALE,74211.00,SALARIED,6,610
CUST00377,27,Male ,23241,Self-Employed,4,684
CUST00531,38,f,145834,Salaried,5,619
CUST05388,130,f,nan,Salaried,4,639
CUST01822,23,MALE,37366,nan,1,765
CUST05766,28, Female,INR 105255,Self-Employed, ,800
CUST00192,64,MALE,142336,SALARIED,18,649
CUST05109,61,M,70024,Freelancer,19,594
CUST00180,56,f,27539,Self employed,14,727
CUST01445,21,m,NULL,Sal.,NULL,752
CUST03871,#N/A,MALE,102135,,15,718
CUST02843,23,f,49254,Free Lancer,1,747
CUST03366,21,Male ,91677,Full-Time,1,709
CUST03213,45,Male,67566,nan,3,688
CUST04957,25,MALE,93639,Sal.,5,741
CUST04550,29,male,67135,Self employed,2,601
CUST03637,25,m,116426,salaried,2,732
CUST00460,49,Female,68785,Salaried,21,639
CUST00509,31,f,NULL,Business owner,4,662
CUST05711,63,MALE,137206,Sal.,18,751
CUST05553,130,female,66369,Sal.,5,641
CUST02984,31, Female,75351.00,BUSINESS OWNER,6,609
CUST05733,48,M,59750,Full-Time,5,773
CUST03541,24,FEMALE,8913,Not Employed,0,615
CUST03682,28,f,77758,Biz Owner,7,601
CUST02389,50,F,72575,Self-Employed,27,696
CUST01679,56,Male,NULL,SALARIED,,728
CUST02230,44,male,#N/A,Entrepreneur,4,815
CUST04439,55,m,41689,self-employed,12,N/A
CUST02264,21,m,90316,Sal.,1,587
CUST05800,42,F,66469,Gig Worker,20,738
CUST04867,50,f,126027,SALARIED,10,597
CUST00761,44,M,126420,salaried,8,724
CUST05879,52,Male,106499,#N/A,3,645
CUST05682,,MALE,65080,Business owner,3,783
CUST05447,33,Male,26632,Gig Worker,6,799
CUST05684,45,F,#N/A,N/A,21,763
CUST03557,47,M,103906,salaried,25,789
CUST03898,50, Female,36236,Self employed,29,765
CUST05263,29,Male ,45938,Salaried,4,
CUST00731,60,M,88823.00,Salaried,24,696
CUST04655,65,Male ,72918,Salaried,35,644
CUST04336,64,M,70511,Business Owner,3,720
CUST04835,64,MALE,71097,Salaried,17,747
CUST03738,47,female,N/A,Free Lancer,7,712
CUST03702,28, Female,-1,SE,4,672
CUST04178,57,Male,56515,Free Lancer,2,616
CUST02355,44,M,245902,Business Owner,4,674
CUST02956,43,Male,34774,Full-Time,19,725
CUST01612,53,Female,52451,Salaried,14,490
CUST05218,47,non-binary,91762,SALARIED,11,685
CUST01461,47,male,113468,SE,19,668
CUST01787,42, Female,42739,Free Lancer,1,554
CUST04952,43,FEMALE,142873,,18,678
CUST05566,58,Male ,107918,Self-Employed,32,762
CUST00045,35,male,86792,self-employed,4,850
CUST02103,44,F,36442,Sal.,24,797
CUST05189,55,m,235158,Business owner,2,643
CUST04893,38,nan,4330,Jobless,0,
CUST01616,52, Female,92723,Salaried,17,660
CUST00658,64,Male,118377,Salaried,16,601
CUST05656,35, Female,108228,salaried,8,786
CUST05504,41,F,108242,Full-Time,17,609
CUST00115,49,f,75329,Self-Employed,28,705
CUST00549,52,male,31456,N/A,30,661
CUST02505,21,Male,117032,salaried,1,623
CUST04709,36,M,"$121,233",SALARIED,10,709
CUST05136,40,Female,31245,SE,6,601
CUST05071,54,Female,114227,Salaried,24,665
CUST03567,39,Male,INR 73184,Self Employed,19,779
CUST05970,28,female,129870,Sal.,4,581
CUST00199,62,male,Unknown,salaried,16,NULL
CUST02733,21,F,50333,#N/A,1,677
CUST00294,23,male,37916,Sal.,3,850
CUST02425,N/A,m,282489,Business Owner,13,807
CUST00469,200,Female,105083,Salaried, ,N/A
CUST01158,45,m,19780,nan,13,Unknown
CUST02706,49,F,95228,Full-Time,23,848
CUST03673,35,Male,115363,Entrepreneur,9,624
CUST00924,25,M,184484,Business Owner,Unknown,814
CUST05395,60,MALE,88133,Self-Employed,13,705
CUST02279,200,Male,24177,SE,2,663
CUST00489,55,f,116151/-,Full-Time,3,693
CUST03144,42,female,92983,Entrepreneur,7,740
CUST01377,42, Female,145493,SALARIED,8,772
CUST02465,38,Female,42304,Sal.,NULL,698
CUST01206,57,Non-Binary,269421,Business owner,29,582
CUST01423,64,male,99245,BUSINESS OWNER,34,N/A
CUST02757,64,f,Unknown,Biz Owner,100,721
CUST02555,NULL,MALE,103079,Full-Time,6,697
CUST05483,22,Male ,53150,Self Employed,2,589
CUST02559,45,M,43562,,10,839
CUST05387,62, Female,57462,salaried,11,708
CUST04771,26,FEMALE,92633,SE,,775
CUST03365,34,Male,93493,Salaried,6,801
CUST02272,21,female,67968,salaried,1,496
CUST05458,29,F,65802,Self employed,5,
CUST04350,55,M,284811,Entrepreneur,6,640
CUST02365,24,Female,139575,Full-Time,3,625
CUST00618,34,M,124810,Full-Time,8,725
CUST04344,38,Male ,68856,Self employed,1,654
CUST03535,61,F,33170,salaried,24,721
CUST01236,41,FEMALE,5119,Unemployed,0,644
CUST00967,57,FEMALE,47901,freelancer,11,763
CUST05199,43, Female, ,Self employed,20,796
CUST04584,25,M,94052,Full-Time,2,534
CUST00676,23,Male ,110400,Salaried,,657
CUST02329,46,male,23038,SE,2,715
CUST05255,51,f,278216,Entrepreneur,13,603
CUST05590,38,male,127489,NULL,nan,709
CUST03781,34,m,NULL,Sal.,8,616
CUST05823,56, Female,37858,Self-Employed,2,N/A
CUST00345,26,female,84280,SALARIED,5,655
CUST02918,56,male,24318/-,Self Employed,18,684
CUST03522,54,m,114036,Unknown,34,699
CUST03704,26,male,-1,Unemployed,0,661
CUST01435,23,Non-Binary,64884,Sal.,2,714
CUST01687,Unknown,nan,#N/A,Full-Time,2,585
CUST05449,49,F,89108,self-employed,100,693
CUST05454,55, Female,51115,SE,32,900
CUST04212,51,FEMALE,77744,Self Employed,9,737
CUST03020,31,Male,,salaried,1,739
CUST03354,36,MALE,249057,Business owner,9,733
CUST05036,42,f,55258,Freelancer,11,721
CUST00010,49, Female,40494,freelancer,28,749
CUST01264,42,m,96633,Full-Time,5,630
CUST02558,48,MALE,62758/-,Unknown,15,648
CUST03164,25,m,78160,Entrepreneur,2,666
CUST04422,38,female,88039,self-employed,NULL,601
CUST03229,22,Unknown,40162,SE,2,753
CUST02821,61,NB,260366/-,Business owner,29,827
CUST04925,38,F,24868,Freelancer,14,668
CUST02281,22,MALE,110725,Full-Time,2,706
CUST00064,33,m,-5000,Self-Employed,3,786
CUST04410,47, Female,Unknown,Full-Time,27,743
CUST01809,58,m,64558,Biz Owner,,850
CUST05807,32,f,50217,Full-Time,10,783
CUST00805,45,f,"$107,971",Self Employed,10,754
CUST04668,60,FEMALE,63759,Full-Time,#N/A,771
CUST00454,60,Male ,98232,self-employed,23,787
CUST02690,26,FEMALE,118213/-,Sal.,1,666
CUST02728,41,Non-Binary,36763,Sal.,4,655
CUST03419,23,,41927, ,2,1200
CUST01345,60,female,5518,unemployed,0,591
CUST04020,54,m,97566,Full-Time,22,612
CUST02661,26,FEMALE,37793,Sal.,-3,714
CUST00346,23,Female,5678,Not Employed,0,830
CUST05509,-5,FEMALE, ,Sal.,12,678
CUST00755,38,FEMALE,4871,unemployed,-3,674
CUST02811,51,Male ,57466/-,freelancer,N/A,816
CUST01919,61,f,45979,salaried,9,#N/A
CUST05897,64,Male ,,Self Employed,34,761
CUST01718,57,#N/A,60178,Self employed,18,731
CUST00579,60,F,140241.00,Sal.,Unknown,800
CUST00976,51,Male,36609/-,Salaried,17,678
CUST03909,27,f,66531,Business Owner,4,640
CUST04895,58,m,56200,Gig Worker,15,648
CUST02039,,MALE,130983,SALARIED,7,661
CUST00438,65,MALE,17923,Gig Worker,35,634
CUST03445,200,M,132678,SALARIED,11,713
CUST04080,36,F,"$9,283",Jobless,0,640
CUST01888,62,MALE,245691,Biz Owner,20,669
CUST01299,35,Male,103474,Salaried,4,631
CUST00094,N/A,Male,44818,salaried,8,756
CUST00178,55,male,20736,Free Lancer,7,850
CUST04667,63,male,217128,Biz Owner,15,774
CUST03038,46,Female,82146,SALARIED,24,735
CUST00237,41, Female,55264,self-employed,12,636
CUST03647,37,FEMALE,34792,Self Employed,15,678
CUST03560,22,FEMALE,77420,SE,2,629
CUST01577,45,Male,138910,SALARIED,15,740
CUST01933,65,M,84837.00,Full-Time,10,831
CUST05222,55,Male ,Unknown,Salaried,14,683
CUST04399,130,MALE,3810.00,UNEMPLOYED,0,644
CUST05377,52, Female,98978,SALARIED,23,737
CUST00910,65,f, , ,28,685
CUST04544,43,F,139111,SALARIED,21,1200
CUST02780,40,F,146307,Salaried,nan,837
CUST05979,58,Male,70641,Self-Employed,27,746
CUST03513,24,m,69872,self-employed,3,563
CUST04753,52,FEMALE,84140,salaried,27,850
CUST05195,45,M,36482,Sal.,16,721
CUST00077,32,MALE,293015.00,Business owner,7,653
CUST01169,N/A,Male,116727,Salaried,1,583
CUST05172,43,Male,86543,Sal.,5,720
CUST01062,22,male,134213,Full-Time,nan,682
CUST03794,59,f,33971,SALARIED,33,711
CUST02541,63,female,126431,salaried,16,792
CUST00726,43,Unknown,59482.00,Biz Owner,14,795
CUST01750,21,Female,INR 29535,Self Employed,1,599
CUST02248,63,MALE,81333,,27,
CUST05481,52,M,nan,Business Owner,6,739
CUST05312,38,Female,25443,Self Employed,10,714
CUST05300,42,M,104934,Self Employed,100,771
CUST05556,31,female,79570,SE,3,697
CUST04364,44,FEMALE,82579.00,salaried,12,723
CUST04515,42,FEMALE,60094/-,Gig Worker,6,545
CUST03735,56,male,99999999,SALARIED,9,583
CUST00090,49,FEMALE,44063,Full-Time,10,592
CUST03324,200,f,86520,Salaried,8,742
CUST04872,53,male,115833,Sal.,N/A,731
CUST03382,42,M,40106,SE,17,850
CUST03712,55,M,59659/-,Biz Owner,25,810
CUST05912,23,Other,41118,salaried,1,501
CUST00647,51,Female,28742,nan,8,753
CUST01844,52,m,41190,Self Employed,3,729
CUST03882,130,male,99999999,#N/A,20,682
CUST03803,54,M,90187,Self Employed,1,759
CUST04051,35,male,134240,SALARIED,4,850
CUST00203,53,Male ,59112,Salaried,10,710
CUST01609,31,female,86964,SE, ,999
CUST05117,39,NULL,56766,SALARIED,11,654
CUST03720,35,MALE,39161,NULL,9,731
CUST03610,48,female,280246,Business Owner,22,850
CUST03074,Unknown,Female,134409,Full-Time,1,665
CUST05164,29,male,98530,Salaried, ,638
CUST01587,61,FEMALE,157953.00,Business owner,26,850
CUST01896,55,f,INR 47218,Self Employed,15,764
CUST04483,47,F,118495,BUSINESS OWNER,#N/A,850
CUST02709,53,Male ,94948,Sal.,18,850
CUST00868,29, Female,98758,Full-Time,Unknown,612
CUST01650,45,f,,nan,19,589
CUST05750,40,Female,47485,SE,15,850
CUST03154,63,M,71090,Self Employed,9,750
CUST01049,59,MALE,75457,salaried,10,772
CUST04636,22,M,148259,Salaried,1,646
CUST05654,30,Other,35774,Self employed,7,701
CUST04742,33,m,111678,salaried,3,546
CUST03886,25,FEMALE,71830,Freelancer,1,609
CUST04918,23,MALE,275634.00,Biz Owner,2,801
CUST03374,25,f,#N/A,salaried,2,598
CUST05197,38,N/A,"$45,824",Self Employed,6,780
CUST04282,40,f,9835, ,0,1200
CUST02250,65,male,43793,Self Employed,N/A,610
CUST02574,34,MALE,79664,Entrepreneur,5,731
CUST00655,47,MALE,94960,self-employed,15,850
CUST01559,0,Male,116305,salaried,21,674
CUST04679,50,FEMALE,70730,salaried,22,743
CUST02691,40,f,251334,Business Owner,3,#N/A
CUST05348,26,MALE,65028,Self Employed,3,631
CUST04856,49,male,75581,Salaried,5,844
CUST01470,64,Female,"$141,105",Salaried,Unknown,823
CUST05651,53,male,128110.00,Salaried,1,849
CUST02390,37,Female,-5000,Sal.,4,850
CUST01030,26,Female,57388,Unknown,Unknown,672
CUST00611,24,Female,41869,Salaried,2, 
CUST04660,62,Male ,165805,BUSINESS OWNER, ,752
CUST00331,-5,Male,121071,Full-Time,8,591
CUST01490,26,Female,101824,SALARIED,5,781
CUST04225,23,Male ,32793,Full-Time,2,nan
CUST04175,32,M,48975,Freelancer,9,756
CUST05427,23,M,100711,Full-Time,1,747
CUST02800,28,Female,76328,Salaried,7,685
CUST04684,33,Male,133734,Full-Time,12,668
CUST02032,63,FEMALE,149518,SALARIED,22,850
CUST04500,50,female,126074,Salaried,9,-50
CUST04596,37,f,INR 119611,Business Owner,15,748
CUST04626,29,Male,nan,Sal.,8,734
CUST01976,27,male,"$68,873",Unknown,1,560
CUST02802,48,F,92637,Biz Owner,21,826
CUST01075,26,M,66294,BUSINESS OWNER,2,751
CUST02370,30, Female,NULL,self-employed,5,
CUST04265,43,Male,149261,Sal.,17,786
CUST05880,54,Male ,114306,salaried,20,763
CUST02605,22,Unknown, ,Self employed,2,725
CUST02928,65,MALE,54926,Sal.,28,826
CUST04340,32, Female,#N/A,Freelancer,12,621
CUST00408,130,Unknown,77889,Self Employed,14,783
CUST02430,34,M,65602/-,Self-Employed,3,#N/A
CUST00436,34,f,141699/-,salaried,4,794
CUST01412,44,FEMALE,6449,Jobless,0, 
CUST03926,37,#N/A,72618/-,Sal.,10,805
CUST05319,21,Male ,138272,Salaried,N/A,735
CUST03383,30,M,75837,Freelancer,6,648
CUST03669,42,FEMALE,125087,Sal.,12,613
CUST01239,61, Female,29489,Self employed,2,850
CUST00148,48,FEMALE,71281,Self Employed,11,0
CUST02877,41,male,165506,BUSINESS OWNER,13,670
CUST04536,50,Male ,93901,self-employed,27,840
CUST05187,47,M,75406,Self employed,2,784
CUST01562,51,Male,91991,Salaried,15,761
CUST04761,56,nan,121294,#N/A,30,850
CUST02938,N/A,Female,114760,BUSINESS OWNER,27,761
CUST02755,39,male,262029,Biz Owner,6,708
CUST05993,50,F,20633,Gig Worker,10,701
